id,source,path,label,media_type,fps,frames,width,height,signer,session,split
kag_2b49b0a3e0138829a5aca16681577d5e,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/2b49b0a3e0138829a5aca16681577d5e.jpg,a,image,0.0,1,,,,,train
kag_8ffdb8716f175d7686e4fd27f178b1fe,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/8ffdb8716f175d7686e4fd27f178b1fe.jpg,a,image,0.0,1,,,,,train
kag_546ef802400aafeacec660fabc3552ab,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/546ef802400aafeacec660fabc3552ab.jpg,a,image,0.0,1,,,,,train
kag_eb63faf66ada59ae2d22ede77b516d44,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/eb63faf66ada59ae2d22ede77b516d44.jpg,a,image,0.0,1,,,,,train
kag_c0a88166c3d85d912ec3aa4466fc6e37,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c0a88166c3d85d912ec3aa4466fc6e37.jpg,a,image,0.0,1,,,,,val
kag_8ab4e8fab06543ea3e718d407fe81ae8,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/8ab4e8fab06543ea3e718d407fe81ae8.jpg,a,image,0.0,1,,,,,train
kag_654886eec07b55ec469985c62c5ceb94,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/654886eec07b55ec469985c62c5ceb94.jpg,a,image,0.0,1,,,,,val
kag_d735bdcb880c10a7335f4fe5414311fb,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/d735bdcb880c10a7335f4fe5414311fb.jpg,a,image,0.0,1,,,,,train
kag_8829fa0815db98fdeebea5db0cb93483,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/8829fa0815db98fdeebea5db0cb93483.jpg,a,image,0.0,1,,,,,test
kag_1153bd0d3a465c6928a449956f2e9c81,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/1153bd0d3a465c6928a449956f2e9c81.jpg,a,image,0.0,1,,,,,train
kag_38b4aafd002472c5a53f6beeb86a601d,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/38b4aafd002472c5a53f6beeb86a601d.jpg,a,image,0.0,1,,,,,test
kag_fccd1529c75faee1a3f5c332efa6440c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/fccd1529c75faee1a3f5c332efa6440c.jpg,a,image,0.0,1,,,,,test
kag_619262be18eb82d482debbb34c067736,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/619262be18eb82d482debbb34c067736.jpg,a,image,0.0,1,,,,,train
kag_9e85b919146dcef3b5f08c9b5b2562ef,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/9e85b919146dcef3b5f08c9b5b2562ef.jpg,a,image,0.0,1,,,,,test
kag_9d71b2a47a65d346b756cc73640e4a5c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/9d71b2a47a65d346b756cc73640e4a5c.jpg,a,image,0.0,1,,,,,train
kag_933497e3ee1d8b06186b5c3d18c1cd23,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/933497e3ee1d8b06186b5c3d18c1cd23.jpg,a,image,0.0,1,,,,,train
kag_e7848f47c7c83c48a1651865a93e77a7,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/e7848f47c7c83c48a1651865a93e77a7.jpg,a,image,0.0,1,,,,,train
kag_75e3dd77c7d556aa297597c9f4ef09cb,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/75e3dd77c7d556aa297597c9f4ef09cb.jpg,a,image,0.0,1,,,,,train
kag_415749f595a25ae6667897b0fe375316,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/415749f595a25ae6667897b0fe375316.jpg,a,image,0.0,1,,,,,val
kag_10bb0e50799b03b6e8e73b493a8e3f16,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/10bb0e50799b03b6e8e73b493a8e3f16.jpg,a,image,0.0,1,,,,,train
kag_967a3d2aff64c8496509e06e21085d13,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/967a3d2aff64c8496509e06e21085d13.jpg,a,image,0.0,1,,,,,train
kag_eb143c3b6c658d24bdb79a4297be57d1,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/eb143c3b6c658d24bdb79a4297be57d1.jpg,a,image,0.0,1,,,,,train
kag_719ab5bc409b5d93468276b3b00f9c90,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/719ab5bc409b5d93468276b3b00f9c90.jpg,a,image,0.0,1,,,,,train
kag_fda11a543d47f482a267ac20e48ae986,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/fda11a543d47f482a267ac20e48ae986.jpg,a,image,0.0,1,,,,,test
kag_1860ccb7645a1d42f8444f719b93c335,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/1860ccb7645a1d42f8444f719b93c335.jpg,a,image,0.0,1,,,,,train
kag_6523964681b548426964cbf864f4df09,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/6523964681b548426964cbf864f4df09.jpg,a,image,0.0,1,,,,,val
kag_6034a2a31e8492a4cb50981d007a7619,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/6034a2a31e8492a4cb50981d007a7619.jpg,a,image,0.0,1,,,,,train
kag_d199533fc21cdc495b12123837935aa1,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/d199533fc21cdc495b12123837935aa1.jpg,a,image,0.0,1,,,,,train
kag_05622bd6ac16b0a02e0725c3eaedb718,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/05622bd6ac16b0a02e0725c3eaedb718.jpg,a,image,0.0,1,,,,,val
kag_d978bddc865bf2c016d0036cf4010709,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/d978bddc865bf2c016d0036cf4010709.jpg,a,image,0.0,1,,,,,train
kag_b4b31d9d8a1ea577f8184494bfbd9d56,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/b4b31d9d8a1ea577f8184494bfbd9d56.jpg,a,image,0.0,1,,,,,train
kag_4267de3481d67fa733511b0fe8de42d4,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/4267de3481d67fa733511b0fe8de42d4.jpg,a,image,0.0,1,,,,,train
kag_e3f42775868ce87d426c2eb92ecb0a44,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/e3f42775868ce87d426c2eb92ecb0a44.jpg,a,image,0.0,1,,,,,train
kag_f6f6b3c68cc9c1cf32f7c7b506d069e3,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/f6f6b3c68cc9c1cf32f7c7b506d069e3.jpg,a,image,0.0,1,,,,,train
kag_1e96ca193609881576cce575474ef31b,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/1e96ca193609881576cce575474ef31b.jpg,a,image,0.0,1,,,,,train
kag_c56e6b6b4aaeb9985a85712f97ef2e65,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c56e6b6b4aaeb9985a85712f97ef2e65.jpg,a,image,0.0,1,,,,,val
kag_231ac6c1c827b651367575933f832fa8,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/231ac6c1c827b651367575933f832fa8.jpg,a,image,0.0,1,,,,,train
kag_f5d210d18b5d6052519cc9e1919d951b,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/f5d210d18b5d6052519cc9e1919d951b.jpeg,a,image,0.0,1,,,,,train
kag_1d042dc5f7a26c44b950f987b9e65c08,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/1d042dc5f7a26c44b950f987b9e65c08.jpg,a,image,0.0,1,,,,,train
kag_1d7dad17bcb5c6efe7f95c5a967e708a,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/1d7dad17bcb5c6efe7f95c5a967e708a.jpg,a,image,0.0,1,,,,,train
kag_9876077d4b052aca0c0b91376de72006,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/9876077d4b052aca0c0b91376de72006.jpg,a,image,0.0,1,,,,,test
kag_e45f506107363a5fd43181e6c46929c5,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/e45f506107363a5fd43181e6c46929c5.jpg,a,image,0.0,1,,,,,test
kag_bcd50c715517ba3f4d5094aa8ba3ffd9,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/bcd50c715517ba3f4d5094aa8ba3ffd9.jpg,a,image,0.0,1,,,,,train
kag_d363da2144fcc0a1f2062cd8023f5782,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/d363da2144fcc0a1f2062cd8023f5782.jpg,a,image,0.0,1,,,,,train
kag_62671983d6b488829737c84e3b435a5c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/62671983d6b488829737c84e3b435a5c.jpg,a,image,0.0,1,,,,,test
kag_5b764a5ce02ee2e90628648b28f9ada0,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/5b764a5ce02ee2e90628648b28f9ada0.jpg,a,image,0.0,1,,,,,train
kag_1e7fda2c2cfebf5c322cf26b2514471a,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/1e7fda2c2cfebf5c322cf26b2514471a.jpg,a,image,0.0,1,,,,,train
kag_e26731f4e761c8af2bc35d4c476e272c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/e26731f4e761c8af2bc35d4c476e272c.jpg,a,image,0.0,1,,,,,val
kag_7b54536c5881d95a01572adf2a7d8bae,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/7b54536c5881d95a01572adf2a7d8bae.jpg,a,image,0.0,1,,,,,train
kag_632cd2ff6dede153c5764f29b13be587,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/632cd2ff6dede153c5764f29b13be587.jpg,a,image,0.0,1,,,,,train
kag_529d42c7add7c472ebf7b45cf1f3cae6,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/529d42c7add7c472ebf7b45cf1f3cae6.jpg,a,image,0.0,1,,,,,train
kag_959746a1c3633e4f4c8ab58b8391b84a,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/959746a1c3633e4f4c8ab58b8391b84a.jpg,a,image,0.0,1,,,,,train
kag_38c4658d8b7fc841abb1b0d405a04773,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/38c4658d8b7fc841abb1b0d405a04773.jpg,a,image,0.0,1,,,,,train
kag_c9ed761464102714398465f7f7ddd58d,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c9ed761464102714398465f7f7ddd58d.jpg,a,image,0.0,1,,,,,val
kag_050cd4940c14bb578e6c0b7d2bc5728c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/050cd4940c14bb578e6c0b7d2bc5728c.jpg,a,image,0.0,1,,,,,train
kag_a98ed3f6daef4b4e05634bfef8b07df7,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/a98ed3f6daef4b4e05634bfef8b07df7.jpg,a,image,0.0,1,,,,,train
kag_1b13864c03910e462cc63b33da3f98f1,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/1b13864c03910e462cc63b33da3f98f1.jpg,a,image,0.0,1,,,,,train
kag_1333709b4fc11cc34488bc3ef6571371,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/1333709b4fc11cc34488bc3ef6571371.jpg,a,image,0.0,1,,,,,val
kag_97afc31547cfb22cafc333d45b11d3d8,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/97afc31547cfb22cafc333d45b11d3d8.jpg,a,image,0.0,1,,,,,train
kag_33beb295181ad9dd0912f1583dbe8522,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/33beb295181ad9dd0912f1583dbe8522.jpg,a,image,0.0,1,,,,,test
kag_a5a2f760baa93be6c9ae727bd3d3a503,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/a5a2f760baa93be6c9ae727bd3d3a503.jpg,a,image,0.0,1,,,,,train
kag_fcccb2b4d5c3c3b6b9fd5aa88d12d828,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/fcccb2b4d5c3c3b6b9fd5aa88d12d828.jpg,a,image,0.0,1,,,,,test
kag_94074922a4bbcce32f372e09bb806e43,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/94074922a4bbcce32f372e09bb806e43.jpg,a,image,0.0,1,,,,,train
kag_c969ded119d7f4d9dc9dadd1b7d58477,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c969ded119d7f4d9dc9dadd1b7d58477.jpg,a,image,0.0,1,,,,,test
kag_f71eb34cd6b11fd3f4f507c610498682,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/f71eb34cd6b11fd3f4f507c610498682.jpg,a,image,0.0,1,,,,,val
kag_6174968fe78433564d45f1992f60eb09,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/6174968fe78433564d45f1992f60eb09.jpg,a,image,0.0,1,,,,,train
kag_78b651da7286308fee65d184301b7f0a,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/78b651da7286308fee65d184301b7f0a.jpg,a,image,0.0,1,,,,,val
kag_ef8f54f79b379c19e157cc5a081fd69b,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/ef8f54f79b379c19e157cc5a081fd69b.jpg,a,image,0.0,1,,,,,train
kag_051b939bb81ae4e751104ef9477874a5,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/051b939bb81ae4e751104ef9477874a5.jpg,a,image,0.0,1,,,,,train
kag_556bf83521334b0712216b99b5c9bd79,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/556bf83521334b0712216b99b5c9bd79.jpg,a,image,0.0,1,,,,,test
kag_3ffbad1607b0bebbb357c7321397c77b,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/3ffbad1607b0bebbb357c7321397c77b.jpg,a,image,0.0,1,,,,,train
kag_f681f1fb610ed9e6be13e87ade4efad0,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/f681f1fb610ed9e6be13e87ade4efad0.jpg,a,image,0.0,1,,,,,test
kag_5764be29120a8645317ccab8e95e3662,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/5764be29120a8645317ccab8e95e3662.jpg,a,image,0.0,1,,,,,val
kag_d49cf08d01efb3c0d6edc03679bbd0dc,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/d49cf08d01efb3c0d6edc03679bbd0dc.jpg,a,image,0.0,1,,,,,train
kag_55ed98a1124771530b0d13d245599a91,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/55ed98a1124771530b0d13d245599a91.jpg,a,image,0.0,1,,,,,train
kag_532bf19ee4cae82429cfa0ba2536774f,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/532bf19ee4cae82429cfa0ba2536774f.jpg,a,image,0.0,1,,,,,test
kag_192e0e6bd671ba4568175d08cba1153b,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/192e0e6bd671ba4568175d08cba1153b.jpg,a,image,0.0,1,,,,,train
